"bio_1","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9"
1,0.970898908238172,0.952872564426118,-0.201458155066022,0.00374742679433292,-0.215675697195642,0.1719654268121,0.00366689331009629,-0.226852075900406,-0.462683416001215,0.0215549937191111,-0.13043630123173,-0.0428769482051469,-0.0333033672190838,0.919430578318086,0.923329507157624,-0.0735836432052631,0.971328539712413,0.969335298695997
0.970898908238172,1,0.856731092899627,-0.194804306749905,0.117670468642566,-0.35151715950671,0.33852618731019,0.119648912300868,-0.360289022333517,-0.482277639321321,-0.0394337487059946,-0.139052085881861,-0.271092059743906,0.201039272870555,0.967530570701315,0.824457128198182,0.119924210268423,0.93726603978401,0.907449266346537
0.952872564426118,0.856731092899627,1,-0.201569083649654,-0.108674204477563,-0.0782772840289802,0.00615263676553835,-0.111925830207451,-0.0916905858067131,-0.424332017210854,0.0505136231684234,-0.0994589619151292,0.226269613492256,-0.331883449072252,0.794816166644658,0.966024482485485,-0.288674104865662,0.937325532749929,0.962047709838722
-0.201458155066022,-0.194804306749905,-0.201569083649654,1,0.631566308228505,0.545721829524606,-0.0345894913702305,0.690996571648033,0.561187013032008,0.674566927337329,0.642853351788649,-0.243062675003627,-0.0174983825717888,0.0351236079145525,-0.255937382377904,-0.126264862229452,-0.154857736774948,-0.269379944542086,-0.140168493862291
0.00374742679433292,0.117670468642566,-0.108674204477563,0.631566308228505,1,-0.200127542414341,0.694107361089295,0.982726570760489,-0.189823629921241,0.178173757865034,0.218457761938475,-0.192574115242541,-0.526277280810535,0.421409459671427,0.131754356888295,-0.108676461150071,0.31261245033618,-0.0610731573534347,-0.0198181884559147
-0.215675697195642,-0.35151715950671,-0.0782772840289802,0.545721829524606,-0.200127542414341,1,-0.808488545721067,-0.161654731136211,0.991975793839322,0.599594592550483,0.660358379300999,-0.0344249770975584,0.652385479043957,-0.478941530212674,-0.438467563661778,0.0103690218683735,-0.569273266510176,-0.264859594729868,-0.0895033294358556
0.1719654268121,0.33852618731019,0.00615263676553835,-0.0345894913702305,0.694107361089295,-0.808488545721067,1,0.668000801985113,-0.805981737398867,-0.306677545179181,-0.385861723965891,-0.062337314548283,-0.772450944552056,0.593215079868996,0.413208142190528,-0.0644993174416008,0.609865831971833,0.171987436396882,0.056222887681802
0.00366689331009629,0.119648912300868,-0.111925830207451,0.690996571648033,0.982726570760489,-0.161654731136211,0.668000801985113,1,-0.151084223258864,0.216304163895321,0.259385850481306,-0.234845532558624,-0.5408214107723,0.432525629196854,0.122592907830721,-0.101952739228606,0.291992204749329,-0.0637464531321598,-0.0194801245899914
-0.226852075900406,-0.360289022333517,-0.0916905858067131,0.561187013032008,-0.189823629921241,0.991975793839322,-0.805981737398867,-0.151084223258864,1,0.602932703151069,0.678000231868147,-0.0629249663265235,0.645241421720518,-0.470217106418236,-0.452427889339075,0.00620826746152431,-0.581376201061277,-0.2785104123879,-0.0966886437542244
-0.462683416001215,-0.482277639321321,-0.424332017210854,0.674566927337329,0.178173757865034,0.599594592550483,-0.306677545179181,0.216304163895321,0.602932703151069,1,0.237007495406929,0.084756274594317,0.191247189181472,-0.0829392084033244,-0.489888070052719,-0.401517581029176,-0.0820802901353898,-0.419260472299823,-0.464157407075185
0.0215549937191111,-0.0394337487059946,0.0505136231684234,0.642853351788649,0.218457761938475,0.660358379300999,-0.385861723965891,0.259385850481306,0.678000231868147,0.237007495406929,1,-0.351234266215515,0.240755050541409,-0.137904184703682,-0.164585036132954,0.18603840631916,-0.457935388392252,-0.118767960930164,0.170578666949541
-0.13043630123173,-0.139052085881861,-0.0994589619151292,-0.243062675003627,-0.192574115242541,-0.0344249770975584,-0.062337314548283,-0.234845532558624,-0.0629249663265235,0.084756274594317,-0.351234266215515,1,0.17528859909932,-0.0686316701953542,0.0834970281517136,-0.324049121562007,0.540294893051044,-0.0493015857748594,-0.198233208689171
-0.0428769482051469,-0.271092059743906,0.226269613492256,-0.0174983825717888,-0.526277280810535,0.652385479043957,-0.772450944552056,-0.5408214107723,0.645241421720518,0.191247189181472,0.240755050541409,0.17528859909932,1,-0.919748924392005,-0.325106952526099,0.234412666320846,-0.726122457766911,-0.0191760273253912,0.0807088719079908
-0.0333033672190838,0.201039272870555,-0.331883449072252,0.0351236079145525,0.421409459671427,-0.478941530212674,0.593215079868996,0.432525629196854,-0.470217106418236,-0.0829392084033244,-0.137904184703682,-0.0686316701953542,-0.919748924392005,1,0.256866507127515,-0.324073424622792,0.759919566363331,-0.0726199825351446,-0.161896223459702
0.919430578318086,0.967530570701315,0.794816166644658,-0.255937382377904,0.131754356888295,-0.438467563661778,0.413208142190528,0.122592907830721,-0.452427889339075,-0.489888070052719,-0.164585036132954,0.0834970281517136,-0.325106952526099,0.256866507127515,1,0.707245550189994,0.318226291251619,0.904793675450853,0.830474146816941
0.923329507157624,0.824457128198182,0.966024482485485,-0.126264862229452,-0.108676461150071,0.0103690218683735,-0.0644993174416008,-0.101952739228606,0.00620826746152431,-0.401517581029176,0.18603840631916,-0.324049121562007,0.234412666320846,-0.324073424622792,0.707245550189994,1,-0.445151971935173,0.882467612166365,0.958623887556208
-0.0735836432052631,0.119924210268423,-0.288674104865662,-0.154857736774948,0.31261245033618,-0.569273266510176,0.609865831971833,0.291992204749329,-0.581376201061277,-0.0820802901353898,-0.457935388392252,0.540294893051044,-0.726122457766911,0.759919566363331,0.318226291251619,-0.445151971935173,1,-0.0373288301933897,-0.23358534250718
0.971328539712413,0.93726603978401,0.937325532749929,-0.269379944542086,-0.0610731573534347,-0.264859594729868,0.171987436396882,-0.0637464531321598,-0.2785104123879,-0.419260472299823,-0.118767960930164,-0.0493015857748594,-0.0191760273253912,-0.0726199825351446,0.904793675450853,0.882467612166365,-0.0373288301933897,1,0.914025487891306
0.969335298695997,0.907449266346537,0.962047709838722,-0.140168493862291,-0.0198181884559147,-0.0895033294358556,0.056222887681802,-0.0194801245899914,-0.0966886437542244,-0.464157407075185,0.170578666949541,-0.198233208689171,0.0807088719079908,-0.161896223459702,0.830474146816941,0.958623887556208,-0.23358534250718,0.914025487891306,1
